order_item_id,order_id,product_id,quantity,total_price
77,3472,265,3,1482.27
78,4235,50,2,1097.86
79,1214,304,12,5439.36
80,887,499,1,869.75
81,3797,44,11,7779.86
82,3348,232,7,3592.96
83,3785,365,4,1016.16
84,392,417,8,2710.56
85,4348,489,10,3675.1
86,1635,411,9,4473.99
87,1611,13,13,2381.99
88,1489,179,1,569.48
89,2911,229,18,15494.58
90,4884,130,14,9889.18
91,988,288,16,630.24
92,1642,311,1,340.43
93,3601,473,13,2145.26
94,3225,224,9,7559.55
95,4794,33,5,440.7
96,1133,359,17,4218.38
97,472,137,16,460.64
98,821,160,13,5468.58
99,205,387,11,6936.27
100,415,229,3,2391.45
101,3829,64,19,9325.2
102,2152,300,9,422.82
103,4523,35,8,4387.52
104,2209,294,19,14434.49
105,539,163,1,321.9
106,4988,257,6,311.22
107,2439,332,2,1619.5
108,3236,402,20,16469.8
109,4038,328,20,10678.0
110,1628,238,8,5212.4
111,986,417,19,8447.97
112,4560,384,14,5437.6
113,3130,490,10,1110.3
114,3973,147,4,627.84
115,4678,137,2,980.34
116,1428,391,8,1927.76
117,1728,378,11,4867.72
118,4876,149,17,11441.51
119,934,313,19,10882.82
120,549,365,15,12134.1
121,3530,435,9,1561.41
122,3828,27,5,180.2
123,4429,433,17,7924.21
124,3365,29,6,687.78
125,225,323,6,3984.9
126,4471,484,9,937.17
127,4683,263,3,728.58
128,4790,230,20,10188.2
129,685,500,5,4492.35
130,4404,258,15,14443.35
131,4164,16,19,18333.86
132,3269,458,3,2912.4
133,1133,83,9,2799.63
134,2917,268,4,1827.12
135,1910,293,17,12581.19
136,3063,225,15,14591.85
137,506,416,1,543.71
138,384,215,1,266.91
139,768,425,16,5232.0
140,3116,289,6,5062.2
141,3304,47,3,919.68
142,4186,457,3,2804.43
143,4837,139,16,10841.6
144,3470,287,6,3623.4
145,3213,297,17,2701.81
146,410,137,16,10687.04
147,1879,366,2,1185.9
148,725,405,4,1064.24
149,2905,219,19,8156.51
150,4521,329,2,998.82
151,2328,346,8,1482.08
152,2731,371,18,10126.98
153,3771,298,13,4686.5
154,371,454,13,2468.83
155,2319,428,20,18539.2
156,4480,128,20,7651.0
157,3517,14,9,8425.8
158,2560,78,9,4126.77
159,1253,288,3,1348.53
160,1167,82,11,1223.09
161,1992,423,12,7010.4
162,4479,65,14,3954.58
163,4702,492,1,507.51
164,3278,273,8,2186.08
165,337,451,17,4006.39
166,2118,203,14,2045.12
167,4319,228,16,2557.28
168,3481,12,20,11599.8
169,731,154,20,16693.8
170,926,301,3,666.93
171,4913,328,8,2913.36
172,1676,366,6,5991.54
173,1748,244,14,1636.32
174,2800,96,14,12537.0
175,2085,165,8,426.8
176,3282,171,18,9286.74
177,2952,465,1,910.91
178,4060,75,9,6776.73
179,798,220,9,1199.88
180,1584,357,11,7191.58
181,4647,214,10,2808.6
182,3851,387,13,11006.84
183,536,396,16,14361.76
184,2120,305,17,2303.67
185,4478,323,18,10395.0
186,24,444,2,1102.48
187,4516,75,13,6072.43
188,3628,139,4,1115.12
189,857,404,14,7305.2
190,1514,471,8,6730.72
191,2172,280,13,8194.16
192,4411,317,14,8684.2
193,4766,203,8,5615.12
194,2553,477,20,11081.2
195,2559,353,17,6584.95
196,4820,134,3,1002.15
197,404,57,11,8860.94
198,4908,348,4,2470.24
199,3914,185,6,408.0
200,3126,456,8,5600.16
201,577,243,2,715.5
202,507,117,3,1284.78
203,4549,414,20,10848.8
204,2576,128,13,2795.91
205,1031,52,14,13665.54
206,2685,191,17,9919.16
207,3978,4,20,1305.0
208,4690,155,2,69.06
209,4755,129,5,1528.65
210,3083,193,6,338.94
211,4561,315,9,7088.94
212,3363,26,14,6118.42
213,2148,83,11,8704.19
214,2546,162,1,821.99
215,4015,388,14,12131.42
216,240,293,15,5197.8
217,2528,394,15,11770.35
218,1576,401,11,10616.21
219,237,218,17,13722.57
220,3028,133,5,1250.45
221,1072,438,13,11402.69
222,2757,359,6,4636.32
223,3249,324,10,636.5
224,2843,118,11,6683.71
225,3486,83,2,38.12
226,1247,151,6,763.38
227,3703,220,6,5781.9
228,3883,160,16,11152.16
229,2589,314,13,1858.87
230,850,41,3,1188.72
231,819,48,6,1728.72
232,4124,418,12,10939.32
233,4236,328,9,4842.63
234,51,390,13,12914.72
235,3888,302,18,447.48
236,3942,365,17,16696.72
237,1048,101,16,15867.52
238,4879,452,3,543.48
239,112,477,12,5395.8
240,3347,406,9,4064.85
241,3482,39,9,7687.89
242,1349,28,5,3665.7
243,1875,377,7,3734.29
244,3524,178,16,5579.68
245,4361,25,19,13911.8
246,1383,189,15,8378.55
247,1433,159,9,8536.59
248,4567,356,5,660.85
249,2075,186,8,4067.44
250,3517,131,9,510.12
251,2337,334,10,6562.9
252,1194,446,15,5177.25
253,629,58,7,5929.35
254,1263,479,5,4725.1
255,4402,315,15,4389.15
256,696,231,16,10965.6
257,3262,392,15,13532.4
258,2405,331,7,1753.29
259,252,99,6,2966.34
260,1391,420,18,9783.18
261,2897,366,3,2696.28
262,498,411,1,658.5
263,3171,493,3,1832.01
264,2089,169,8,6627.44
265,4988,406,7,300.09
266,4468,258,8,2654.0
267,1880,170,5,1370.5
268,97,19,8,7058.32
269,3247,226,4,2078.24
270,4213,464,16,8161.6
271,2830,89,3,2532.39
272,2945,134,9,2354.04
273,4356,108,9,3898.98
274,541,244,18,15843.96
275,3690,361,20,12467.0
276,2626,124,18,2089.44
277,4397,234,20,2642.0
278,2093,448,17,8795.29
279,4653,297,18,13283.82
280,4323,264,14,13836.06
281,4906,32,5,4429.75
282,2577,247,10,9932.8
283,3927,54,19,13414.95
284,1127,130,9,7572.15
285,734,442,13,3122.99
286,3124,364,20,10900.8
287,1083,464,9,1649.52
288,1855,304,7,5833.31
289,1929,122,15,2566.65
290,1237,500,19,15094.17
291,4504,256,4,3941.92
292,1288,484,1,397.98
293,1413,265,19,4141.81
294,4736,286,17,15723.47
295,993,23,7,1232.77
296,1885,90,4,99.0
297,4277,198,1,26.11
298,939,24,15,6594.45
299,4890,344,1,512.84
300,3940,367,18,16566.3
301,4488,43,13,1696.37
302,3144,408,10,1974.6
303,1928,460,3,887.64
304,2616,333,18,5336.46
305,697,302,8,5157.92
306,3954,142,17,12878.69
307,4509,329,14,10992.94
308,2535,210,5,1015.2
309,801,18,19,6141.37
310,139,235,1,206.57
311,29,190,13,11918.92
312,4820,195,9,8496.18
313,2715,11,15,12536.25
314,3195,217,2,883.1
315,107,464,9,909.99
316,2451,445,13,11920.74
317,1842,145,3,2135.61
318,4438,166,1,809.69
319,4846,138,4,1619.36
320,4283,315,20,9494.8
321,4602,390,1,373.61
322,4492,104,7,3049.2
323,3096,274,10,5584.2
324,3320,82,19,10810.24
325,127,271,13,7941.18
326,4572,285,8,4356.32
327,4635,61,17,15278.41
328,3976,401,16,8541.6
329,251,190,20,1638.4
330,2974,233,19,8254.93
331,3089,12,3,1720.98
332,183,483,20,4887.6
333,2937,233,3,424.11
334,1531,195,17,9886.18
335,645,284,1,309.7
336,4683,189,1,763.44
337,3777,185,5,4706.7
338,965,236,11,5669.29
339,740,344,16,7397.6
340,3155,309,5,2466.95
341,792,278,6,4717.32
342,753,312,18,2757.78
343,1129,224,19,7766.82
344,1155,309,9,1667.34
345,4814,39,16,5454.72
346,2166,370,15,942.9
347,1081,54,12,3284.88
348,2406,191,18,6356.7
349,372,164,16,13361.6
350,1036,2,14,10943.94
351,3008,255,19,2852.28
352,148,481,1,713.2
353,3272,113,2,145.48
354,433,236,11,4575.01
355,1115,143,6,1314.96
356,4122,84,16,15871.36
357,2294,3,18,11068.56
358,4262,334,2,196.14
359,2145,368,17,3245.98
360,1117,215,15,3719.55
361,4443,474,3,1186.77
362,540,31,12,194.16
363,484,47,12,11322.48
364,9,313,4,2314.48
365,895,418,6,5072.4
366,3502,42,3,965.49
367,1863,485,2,1492.86
368,4666,70,15,940.65
369,3788,37,7,373.87
370,121,3,14,8367.94
371,710,450,16,4221.76
372,2559,288,17,9830.42
373,1860,416,11,7723.54
374,4276,240,5,3997.35
375,4695,110,14,8360.38
376,4876,132,14,4916.38
377,947,212,9,8612.82
378,4217,474,3,2879.22
379,1657,413,5,4888.15
380,678,110,10,8128.3
381,2723,24,3,135.51
382,4600,340,5,1791.4
383,1501,36,20,8185.0
384,1748,498,15,13402.2
385,4293,392,12,5321.64
386,1241,216,8,2752.16
387,2237,280,17,1187.79
388,3517,230,14,679.42
389,1795,368,7,4146.8
390,4440,258,9,8028.81
391,1449,163,7,3861.83
392,2441,208,8,3110.4
393,2711,172,5,2723.95
394,3640,475,2,902.12
395,3224,185,9,6368.76
396,2888,41,15,9355.2
397,1307,106,12,11535.72
398,80,305,19,3627.86
399,2731,462,2,1090.86
400,4042,323,11,1276.77
401,4916,53,10,7333.1
402,683,52,8,869.84
403,3178,49,15,11716.8
404,157,73,20,19728.4
405,3647,350,11,8881.29
406,1452,87,13,824.72
407,3039,471,1,412.06
408,2196,358,8,2575.84
409,6,458,3,2057.28
410,1493,225,3,2010.57
411,4636,183,11,8657.88
412,3422,389,2,40.94
413,910,173,2,176.3
414,1500,465,7,6049.4
415,4819,133,12,11603.4
416,2784,17,15,9560.7
417,4034,52,15,4345.35
418,1058,238,15,10607.1
419,2899,363,20,11104.8
420,230,468,19,12869.27
421,539,25,8,5358.08
422,2359,491,1,982.74
423,2491,396,20,4481.4
424,4743,61,1,211.23
425,1033,481,1,284.66
426,3510,24,2,1759.0
427,2329,33,17,10462.82
428,769,490,3,1641.99
429,2760,451,8,7924.64
430,1428,492,20,12408.6
431,1996,466,18,6580.44
432,2790,76,12,8269.92
433,579,18,2,735.46
434,3989,292,2,826.96
435,158,204,19,435.48
436,4486,31,19,8249.61
437,3599,245,3,1653.81
438,1980,246,9,482.85
439,1027,367,17,4664.63
440,4672,435,7,4659.13
441,3072,442,10,3136.9
442,3217,252,8,242.48
443,1288,172,15,5748.15
444,1317,325,11,197.67
445,598,253,12,9961.92
446,2565,131,7,6898.57
447,1505,147,5,4499.3
448,2088,95,4,1859.12
449,1531,339,19,1340.26
450,1225,113,19,13403.17
451,781,36,8,2517.12
452,262,293,1,739.86
453,3456,430,2,1293.44
454,47,327,2,725.22
455,3392,262,18,10084.14
456,1241,454,9,2254.95
457,3217,228,4,390.0
458,54,145,8,6373.04
459,3740,172,11,10539.21
460,4449,231,19,10657.48
461,1525,45,11,9445.04
462,4863,395,6,3584.88
463,3238,24,14,4459.98
464,1969,215,8,7629.76
465,1159,235,6,4796.22
466,1529,40,12,4322.28
467,3796,456,9,4205.88
468,1033,1,1,697.95
469,2821,432,15,1850.85
470,4512,4,6,1400.34
471,1379,51,6,1182.9
472,1401,35,20,14566.0
473,4297,403,12,10894.08
474,4005,371,4,2108.12
475,4633,49,1,689.53
476,919,258,14,1614.9
477,3043,171,14,3070.48
478,4822,451,18,9991.8
479,3800,354,11,6306.19
480,772,196,16,2812.8
481,413,385,18,9388.8
482,3922,274,11,10098.0
483,551,281,20,17190.0
484,1267,261,13,7963.41
485,1413,412,19,9211.2
486,2548,444,17,4816.95
487,4210,71,2,1321.56
488,3906,84,6,4350.96
489,4516,110,1,63.43
490,1045,321,20,6032.0
491,1274,31,8,1151.36
492,2284,250,9,880.11
493,1079,474,9,5924.61
494,541,216,17,12754.93
495,1608,359,12,6978.0
496,107,66,1,676.39
497,416,142,2,1275.4
498,1075,67,5,1134.15
499,1042,357,15,7545.75
500,1589,22,4,1005.04
501,3424,172,5,2541.5
502,3243,101,2,826.18
503,471,177,1,685.36
504,3605,234,20,4770.0
505,4789,50,15,5434.5
506,1082,394,20,10838.0
507,1327,307,3,2060.85
508,607,241,3,1264.65
509,4982,21,10,3843.4
510,4350,112,6,3517.32
511,239,135,4,3778.68
512,4434,421,8,6749.84
513,3172,201,9,685.89
514,665,411,6,955.98
515,3439,250,7,6576.5
516,3006,208,1,506.08
517,3422,431,18,15947.1
518,333,197,13,6056.7
519,1254,44,8,5627.36
520,3226,186,19,9823.38
521,4762,147,12,838.08
522,297,226,9,2767.5
523,1609,351,14,5566.4
524,1545,368,10,6086.1
525,2817,5,8,4575.04
526,3088,86,10,6507.5
527,1384,198,15,2968.2
528,963,46,5,2197.5
529,2095,111,10,9689.7
530,2815,482,14,9363.34
531,2184,345,18,12572.46
532,4217,436,5,552.0
533,322,274,17,10877.79
534,4868,487,16,15194.4
535,3339,76,20,2142.2
536,694,337,8,5816.88
537,3116,135,20,11503.6
538,2776,413,8,1672.0
539,2308,485,8,7107.92
540,1530,456,15,14615.55
541,2988,273,12,8040.48
542,2136,487,8,1861.28
543,285,415,7,6649.09
544,2997,435,8,694.16
545,230,192,17,8576.67
546,3825,399,9,3384.9
547,4618,346,13,11920.74
548,3716,206,9,4539.51
549,2198,370,19,13584.81
550,2954,496,11,10422.72
551,4623,242,8,3537.76
552,4872,398,9,3591.9
553,521,221,17,6604.16
554,1037,41,7,6348.23
555,3031,12,6,2098.92
556,65,294,18,12613.68
557,2510,261,11,10186.44
558,1519,390,3,2449.86
559,2647,403,13,7799.87
560,3253,155,12,6959.52
561,1963,7,15,2848.65
562,2263,70,15,13071.15
563,4822,61,8,2994.08
564,1004,478,9,1708.02
565,2170,334,10,621.1
566,2031,406,18,10578.42
567,954,155,6,5649.3
568,1749,368,11,9759.97
569,3381,113,2,916.56
570,149,16,15,3506.25
571,1000,254,18,11684.88
572,1369,73,17,14003.41
573,4498,229,4,354.44
574,4563,144,3,2750.97
575,2972,418,11,1813.35
576,1444,222,9,6675.57
577,2128,137,17,13592.18
578,4074,100,16,929.92
579,208,355,6,5226.0
580,2798,449,17,7085.77
581,3644,237,5,1151.7
582,3523,205,15,2111.1
583,1598,240,11,4539.37
584,508,331,1,120.36
585,2926,418,2,1851.5
586,4400,33,5,4077.65
587,3011,167,1,928.3
588,374,19,17,11248.9
589,3964,439,1,921.57
590,539,159,6,4393.14
591,1597,62,6,1959.54
592,2467,117,14,506.94
593,1012,394,19,13212.22
594,4335,413,7,5358.01
595,1348,466,3,1498.29
596,1623,194,2,412.94
597,1263,266,20,7048.0
598,220,308,13,2395.25
599,3971,402,6,3479.16
600,3060,495,8,2804.24
601,1747,466,20,7174.6
602,1236,328,8,1255.04
603,1558,458,15,3518.55
604,1428,1,17,10325.12
605,3881,354,10,3699.5
606,1848,67,8,6272.32
607,714,260,8,3431.92
608,3847,204,12,11667.24
609,4516,500,3,2724.96
610,1536,200,15,826.65
611,990,392,20,10057.2
612,1638,196,17,13750.62
613,4026,64,2,215.36
614,2902,331,5,2012.3
615,4574,348,18,4140.72
616,1499,362,18,11444.4
617,4039,342,3,2892.06
618,2148,274,14,12933.34
619,3920,103,9,7034.04
620,2152,68,11,4930.09
621,1776,354,5,1088.6
622,1323,471,5,751.1
623,870,387,17,454.24
624,1262,178,20,5982.4
625,4638,79,18,17828.82
626,2898,208,6,1121.1
627,2766,109,2,766.52
628,3192,125,12,7914.36
629,2005,35,16,13853.6
630,2225,204,4,2145.04
631,1936,4,16,4528.32
632,1877,439,16,10756.96
633,1000,335,18,17105.04
634,112,455,18,5952.96
635,3157,90,3,682.65
636,4168,402,13,8638.37
637,1878,293,10,6673.3
638,3164,33,16,10564.48
639,3901,24,11,8065.09
640,4659,38,12,3902.88
641,552,189,6,5624.52
642,2193,37,3,1301.52
643,2804,169,3,1711.68
644,4666,478,14,3904.6
645,3080,304,3,1741.41
646,3694,281,7,4165.21
647,1515,31,16,5826.88
648,1124,10,16,12886.24
649,1297,342,9,1593.36
650,4065,50,1,80.41
651,736,77,5,3658.35
652,1654,293,10,825.6
653,3523,464,8,6035.04
654,4358,291,20,8190.0
655,4640,489,15,6178.8
656,608,85,17,8156.94
657,3964,119,14,6938.96
658,1519,68,3,2399.73
659,232,236,15,9832.65
660,4346,274,11,7683.5
661,4463,216,20,9608.0
662,1704,482,12,2938.32
663,2530,104,19,17121.09
664,3132,169,4,2426.36
665,4199,345,10,1964.9
666,1489,120,19,12170.64
667,1299,62,4,613.12
668,193,397,19,1492.64
669,3098,140,12,5897.16
670,3737,410,10,5674.1
671,410,1,10,4851.4
672,4598,238,5,2133.3
673,4463,341,13,4070.43
674,2440,294,14,7020.3
675,2536,454,15,8957.4
676,1650,198,3,1276.77
677,277,132,12,5188.32
678,3332,126,11,469.7
679,1808,241,12,3859.08
680,3164,500,7,330.82
681,1528,493,9,5124.6
682,901,452,15,6704.55
683,1126,292,19,12417.83
684,1687,26,13,2996.63
685,66,92,12,7171.56
686,1324,271,12,4275.24
687,1691,219,6,2808.3
688,642,437,10,2424.2
689,4297,318,11,6797.34
690,2748,314,18,15157.62
691,2308,212,13,4617.47
692,2707,386,14,3577.42
693,2394,382,9,7883.19
694,2109,403,8,2514.56
695,2502,314,3,2381.37
696,4944,302,4,1606.28
697,1987,427,8,6043.6
698,3694,146,9,2547.27
699,2209,450,8,4633.36
700,4308,389,14,3796.24
701,1840,25,18,3233.16
702,3442,66,19,6363.29
703,1791,295,20,14514.4
704,4280,299,18,11630.16
705,1292,54,9,978.84
706,4678,229,1,997.73
707,1420,59,5,352.95
708,3924,168,16,12225.12
709,4249,179,10,9002.5
710,3382,190,7,2059.33
711,4798,68,11,5256.79
712,84,22,5,234.6
713,3546,435,10,2853.6
714,526,76,10,3876.9
715,448,422,20,4624.2
716,2915,55,1,150.02
717,1672,376,5,3905.0
718,3224,443,15,5099.85
719,4874,201,12,6401.76
720,2764,322,7,2362.22
721,4550,482,16,15427.2
722,647,473,14,13595.96
723,564,134,19,11654.41
724,1550,133,12,6684.24
725,1813,44,11,4428.38
726,4441,282,3,691.77
727,1677,152,12,690.96
728,3338,81,6,1191.54
729,2038,100,5,215.75
730,1501,136,10,4629.4
731,883,10,14,3021.62
732,3693,366,10,2396.7
733,3247,401,19,8009.07
734,268,283,18,14991.84
735,1154,292,11,7850.15
736,4773,492,9,3488.49
737,735,332,2,322.92
738,2344,33,16,7100.32
739,308,155,15,4062.9
740,479,80,7,5901.42
741,3004,485,8,4329.6
742,4581,313,2,343.48
743,2772,93,9,3851.1
744,1307,102,15,11311.35
745,1256,320,7,994.98
746,134,69,8,153.84
747,884,111,11,4479.86
748,1882,12,7,6153.28
749,3345,240,8,1642.4
750,1007,344,15,1155.6
751,2992,478,14,10996.72
752,3497,73,1,443.16
753,2846,385,16,9817.28
754,465,89,11,2822.93
755,1726,29,9,5808.06
756,1418,467,3,2826.45
757,4556,395,8,5898.96
758,1398,121,9,7361.1
759,1080,24,1,224.62
760,3756,35,5,2723.9
761,135,47,19,15416.6
762,1339,339,15,10807.8
763,3059,30,5,1498.75
764,3389,470,15,12242.7
765,4477,237,9,5975.55
766,3902,329,4,3333.52
767,2134,212,16,5246.4
768,4922,480,4,2504.32
769,410,198,6,5558.4
770,1863,275,12,7721.04
771,3844,323,15,2438.25
772,526,93,5,1730.4
773,329,411,5,1617.45
774,2812,198,19,14898.28
775,2309,365,13,9888.71
776,1208,485,9,8241.39
777,1538,232,8,3924.88
778,626,407,19,14662.87
779,693,45,6,652.38
780,3752,495,2,256.06
781,2840,353,17,876.18
782,410,343,18,7591.86
783,406,442,3,1379.61
784,296,409,16,4774.88
785,2888,54,8,4818.24
786,2063,356,19,18466.29
787,2608,377,12,2237.04
788,1415,90,4,1996.2
789,3177,384,5,4531.3
790,4568,233,9,2315.52
791,2955,439,6,1031.46
792,926,193,10,1581.6
793,2626,351,6,2298.72
794,3134,436,9,5356.71
795,13,355,7,6367.76
796,1658,500,18,14729.22
797,3628,450,10,3014.8
798,4249,256,1,311.69
799,2709,7,17,10254.91
800,1362,6,9,4229.82
801,3093,393,12,7412.52
802,585,314,17,11687.67
803,3672,255,11,2173.27
804,1489,204,9,5649.03
805,1714,82,14,8936.34
806,3393,120,20,14873.4
807,4080,243,9,1738.26
808,1311,467,11,8765.24
809,144,215,12,6858.84
810,2862,278,3,2660.88
811,4953,69,3,451.02
812,4692,372,1,657.58
813,2342,60,6,956.4
814,3363,112,3,988.05
815,2603,162,2,320.24
816,3571,126,19,7755.8
817,1263,331,15,10075.35
818,2431,341,14,2528.96
819,3089,39,6,313.92
820,4214,14,11,7332.71
821,1594,105,18,6232.5
822,4410,390,4,923.2
823,4702,274,2,106.34
824,1287,33,8,5658.64
825,1244,49,3,555.03
826,3049,384,6,4705.74
827,923,365,10,5162.5
828,3568,279,12,6515.28
829,3289,153,14,7566.02
830,4775,57,1,112.94
831,4557,276,17,5668.65
832,2504,385,2,791.14
833,8,22,5,4194.0
834,4117,469,13,2416.44
835,4297,246,16,7165.12
836,4267,168,8,6668.72
837,2309,485,13,8338.59
838,973,306,13,9768.72
839,1784,152,14,10177.72
840,1155,367,6,724.08
841,1467,39,14,11348.12
842,2504,354,7,1338.33
843,1337,314,3,165.06
844,924,145,9,4829.22
845,4656,396,16,15012.48
846,3658,79,4,396.6
847,4867,314,14,8291.5
848,4316,50,9,5216.49
849,1632,57,6,3111.3
850,1797,449,18,534.6
851,172,378,14,5992.42
852,512,3,6,4255.02
853,1322,277,12,11242.56
854,3245,97,11,2216.06
855,381,168,4,55.24
856,4338,461,6,1664.7
857,16,479,8,4434.64
858,1326,474,12,6691.44
859,1401,338,14,11816.42
860,512,31,19,14622.97
861,3541,84,15,6061.95
862,2000,440,15,11380.8
863,4554,456,8,1484.32
864,4110,313,7,6182.33
865,1670,110,13,8793.72
866,683,259,16,6614.88
867,4443,468,11,7025.15
868,3727,54,13,2408.38
869,2497,495,8,3517.68
870,610,98,4,43.24
871,1285,103,5,3335.95
872,1249,51,8,5757.84
873,1834,179,18,15311.88
874,4916,373,6,2798.88
875,2666,363,3,1599.21
876,3951,253,1,412.0
877,356,217,13,1352.26
878,1369,4,12,9927.24
879,2183,127,18,9493.56
880,3827,311,3,1874.88
881,957,236,15,14354.4
882,2887,497,17,11863.45
883,4369,330,19,8071.39
884,2449,180,8,4364.88
885,137,367,16,2982.56
886,3088,189,5,3522.4
887,1400,314,13,7000.89
888,772,71,12,6948.0
889,2524,316,11,4991.14
890,1332,176,17,10153.08
891,2236,344,11,2544.08
892,74,392,14,8847.86
893,1119,297,15,11111.85
894,2197,322,20,645.0
895,3376,217,16,2420.64
896,2495,33,19,18783.02
897,3247,249,15,8675.25
898,4533,401,1,566.81
899,4080,131,20,9254.2
900,4678,146,18,6451.56
901,4171,100,13,3679.52
902,2477,58,20,16079.2
903,2368,430,14,6543.88
904,2813,106,15,7857.0
905,4395,414,13,9564.75
906,3120,150,18,2083.5
907,2173,149,19,10229.03
908,4956,86,11,217.58
909,82,168,17,13738.38
910,258,84,6,762.48
911,3758,21,13,1925.95
912,4530,309,13,5280.73
913,4460,92,2,55.8
914,2070,184,9,4853.61
915,1815,1,17,1926.61
916,4696,285,18,15812.82
917,338,169,7,6133.26
918,4431,283,16,4993.12
919,3881,135,8,4981.36
920,3408,444,4,2231.2
921,3663,404,8,195.36
922,388,1,12,10992.6
923,2826,369,7,388.29
924,3304,53,13,9908.21
925,4887,183,19,16904.68
926,2929,199,7,189.77
927,2139,393,10,1061.2
928,3591,278,19,3793.73
929,4666,27,10,4376.7
930,160,335,17,12980.52
931,1328,213,4,2142.04
932,1672,219,2,81.84
933,1007,25,12,10676.04
934,2422,156,8,2229.36
935,4877,481,9,1261.89
936,2247,341,2,798.92
937,4577,463,11,10506.65
938,3066,85,13,10664.16
939,3096,73,10,9406.0
940,2820,313,5,628.3
941,3914,71,20,8836.6
942,1461,95,11,10264.21
943,65,170,6,801.84
944,2416,226,8,1786.4
945,2518,246,1,266.03
946,2364,351,13,4037.02
947,1826,308,11,4165.04
948,790,435,14,4662.0
949,2561,4,8,4312.24
950,1124,148,16,13314.08
951,1788,53,11,8045.07
952,4882,29,6,4227.0
953,3231,66,1,743.61
954,557,476,6,5682.24
955,1173,325,16,3911.36
956,3487,396,15,7495.65
957,4470,375,9,4866.39
958,4553,165,8,4970.48
959,1401,93,11,6144.6
960,1396,349,19,12766.29
961,2562,52,12,1782.48
962,4116,168,13,1618.5
963,689,230,16,5992.96
964,428,271,3,192.57
965,4910,48,2,739.28
966,2518,138,9,4083.75
967,3000,327,16,3808.32
968,1157,153,7,2541.42
969,2424,58,15,13126.65
970,4757,154,15,1918.35
971,2130,149,19,8832.53
972,2731,119,20,4222.8
973,249,114,16,8247.04
974,1784,216,7,934.92
975,563,353,3,2625.33
976,4270,471,7,1730.75
977,3499,480,20,19612.0
978,4146,274,2,1035.7
979,4562,35,6,4883.76
980,3932,279,12,9557.52
981,2337,424,16,3269.44
982,2589,351,18,7928.1
983,1002,228,3,960.99
984,1743,475,10,4145.1
985,3954,416,11,8048.15
986,4194,290,17,1011.5
987,3919,97,4,1450.72
988,3126,255,10,2864.2
989,3627,381,3,2213.61
990,4854,415,13,12144.34
991,535,159,13,7708.48
992,3245,70,8,1742.4
993,2105,455,19,11562.64
994,3523,135,13,8226.53
995,4814,295,11,683.43
996,303,58,19,15055.41
997,4540,175,2,1073.88
998,139,273,16,3769.6
999,2789,84,8,6674.64
1000,4427,305,4,2828.92
1001,2380,464,14,9337.16
1002,2416,200,10,1785.0
1003,4216,398,9,6648.84
1004,3751,299,17,5177.69
1005,4597,467,12,5323.92
1006,4017,169,12,9907.8
1007,4260,65,19,6745.76
1008,4853,27,17,12656.16
1009,3614,382,6,912.12
1010,4414,312,19,8894.47
1011,2452,271,3,2465.4
1012,4985,465,18,3521.88
1013,3786,8,15,13495.95
1014,4335,154,11,8284.21
1015,811,405,9,8335.71
1016,1689,218,9,7171.74
1017,1310,268,16,12207.04
1018,859,43,13,12768.86
1019,244,108,6,4373.16
1020,3559,435,17,8631.75
1021,672,296,18,2212.92
1022,4028,428,8,4909.28
1023,2758,296,18,1601.82
