order_id,customer_id,order_date,shipment_status
147,592,2025-12-08,Delivered
148,943,2025-06-19,Pending
149,112,2025-01-26,Cancelled
150,166,2025-04-02,Delivered
151,677,2025-11-09,Shipped
152,768,2025-08-22,Delivered
153,96,2025-01-19,Delivered
154,378,2025-06-15,Cancelled
155,777,2025-02-04,Cancelled
156,67,2025-10-09,Delivered
157,138,2025-08-30,Pending
158,881,2025-12-22,Delivered
159,540,2025-06-18,Cancelled
160,215,2025-09-26,Shipped
161,60,2025-11-10,Pending
162,748,2025-10-20,Pending
163,742,2025-09-05,Delivered
164,624,2025-08-07,Delivered
165,539,2025-05-13,Delivered
166,630,2025-03-08,Cancelled
167,747,2025-09-24,Cancelled
168,828,2025-09-10,Shipped
169,239,2025-11-09,Delivered
170,2,2025-04-10,Pending
171,477,2025-01-13,Pending
172,819,2025-04-17,Cancelled
173,47,2025-07-31,Delivered
174,574,2025-06-29,Shipped
175,656,2025-01-06,Shipped
176,289,2025-12-20,Delivered
177,316,2025-02-04,Delivered
178,564,2025-09-17,Delivered
179,117,2025-01-04,Delivered
180,406,2025-06-24,Pending
181,199,2025-03-31,Delivered
182,945,2025-06-23,Cancelled
183,817,2025-08-31,Pending
184,140,2025-11-27,Cancelled
185,643,2025-03-21,Cancelled
186,918,2025-10-02,Delivered
187,803,2025-08-25,Cancelled
188,856,2025-01-29,Delivered
189,743,2025-10-17,Delivered
190,549,2025-10-12,Pending
191,592,2025-04-17,Delivered
192,68,2025-07-01,Shipped
193,861,2025-05-24,Pending
194,385,2025-06-23,Shipped
195,621,2025-10-20,Cancelled
196,610,2025-04-06,Pending
197,723,2025-06-07,Delivered
198,33,2025-12-30,Delivered
199,89,2025-07-31,Cancelled
200,381,2025-05-02,Cancelled
201,222,2025-06-04,Delivered
202,115,2025-03-31,Delivered
203,797,2025-01-20,Shipped
204,455,2025-02-17,Pending
205,927,2025-09-05,Shipped
206,349,2025-04-08,Cancelled
207,318,2025-09-26,Delivered
208,788,2025-03-15,Pending
209,693,2025-09-22,Shipped
210,742,2025-04-16,Pending
211,397,2025-08-24,Pending
212,319,2025-01-03,Pending
213,869,2025-12-18,Pending
214,479,2025-06-20,Pending
215,534,2025-02-22,Delivered
216,592,2025-01-12,Delivered
217,914,2025-11-24,Shipped
218,206,2025-06-14,Shipped
219,284,2025-05-27,Delivered
220,688,2025-08-14,Pending
221,153,2025-05-20,Shipped
222,118,2025-05-21,Pending
223,574,2025-11-15,Pending
224,556,2025-04-16,Delivered
225,327,2025-10-09,Delivered
226,966,2025-03-14,Delivered
227,251,2025-10-21,Shipped
228,319,2025-02-06,Delivered
229,455,2025-10-04,Pending
230,30,2025-03-08,Cancelled
231,52,2025-12-12,Pending
232,56,2025-07-16,Pending
233,402,2025-08-07,Shipped
234,611,2025-12-27,Cancelled
235,365,2025-11-12,Delivered
236,838,2025-06-20,Shipped
237,777,2026-01-01,Pending
238,582,2025-08-27,Shipped
239,833,2025-02-17,Cancelled
240,467,2025-02-19,Delivered
241,660,2025-12-17,Cancelled
242,238,2025-08-29,Shipped
243,882,2025-03-15,Delivered
244,402,2025-07-06,Shipped
245,940,2025-12-25,Delivered
246,465,2025-06-16,Cancelled
247,67,2025-01-16,Cancelled
248,360,2025-02-27,Cancelled
249,867,2025-08-25,Shipped
250,787,2025-05-25,Delivered
251,589,2025-11-06,Shipped
252,106,2025-09-18,Cancelled
253,816,2026-01-01,Pending
254,570,2025-06-16,Pending
255,546,2025-06-04,Cancelled
256,605,2025-07-25,Cancelled
257,636,2025-05-03,Shipped
258,163,2025-10-08,Cancelled
259,68,2025-07-16,Delivered
260,834,2025-04-17,Cancelled
261,581,2025-08-11,Delivered
262,711,2025-10-06,Shipped
263,679,2025-03-30,Pending
264,588,2025-12-31,Cancelled
265,607,2025-02-28,Cancelled
266,569,2025-06-16,Pending
267,181,2025-08-16,Delivered
268,72,2025-07-27,Pending
269,834,2025-12-17,Cancelled
270,507,2025-06-17,Pending
271,223,2025-02-16,Shipped
272,925,2025-10-25,Pending
273,677,2025-03-17,Shipped
274,545,2025-08-20,Delivered
275,631,2025-07-19,Cancelled
276,211,2025-04-11,Delivered
277,584,2025-06-03,Delivered
278,736,2025-08-11,Delivered
279,597,2025-02-15,Pending
280,523,2025-11-10,Cancelled
281,873,2025-03-07,Delivered
282,379,2025-02-01,Pending
283,721,2025-01-01,Delivered
284,882,2025-02-26,Delivered
285,241,2025-01-16,Cancelled
286,605,2025-12-26,Cancelled
287,326,2025-11-17,Cancelled
288,391,2025-07-27,Cancelled
289,217,2025-10-07,Shipped
290,143,2025-09-01,Shipped
291,394,2025-10-12,Delivered
292,158,2025-08-02,Delivered
293,129,2025-12-10,Shipped
294,74,2025-01-06,Pending
295,739,2025-03-15,Cancelled
296,448,2025-12-03,Shipped
297,141,2025-02-13,Cancelled
298,916,2025-08-22,Cancelled
299,185,2025-11-16,Cancelled
300,435,2025-09-18,Cancelled
301,364,2025-07-16,Shipped
302,435,2025-04-06,Pending
303,511,2025-10-23,Shipped
304,514,2025-12-31,Delivered
305,949,2025-07-30,Delivered
306,39,2025-01-18,Cancelled
307,378,2025-12-27,Pending
308,494,2025-10-25,Pending
309,748,2025-03-14,Delivered
310,530,2025-08-27,Pending
311,912,2025-09-25,Pending
312,484,2025-05-06,Pending
313,649,2025-12-17,Delivered
314,55,2025-11-10,Delivered
315,798,2025-10-01,Pending
316,465,2025-08-29,Cancelled
317,752,2025-10-21,Delivered
318,362,2025-08-04,Delivered
319,172,2025-05-29,Pending
320,946,2025-12-22,Delivered
321,267,2025-10-16,Pending
322,485,2025-11-19,Shipped
323,53,2025-10-21,Delivered
324,28,2025-11-16,Delivered
325,85,2025-09-06,Shipped
326,79,2025-09-16,Delivered
327,136,2025-05-10,Delivered
328,879,2025-05-21,Delivered
329,760,2025-01-08,Pending
330,179,2025-11-06,Shipped
331,458,2025-12-04,Delivered
332,268,2025-03-31,Shipped
333,186,2025-09-06,Pending
334,87,2025-06-25,Shipped
335,957,2025-11-01,Shipped
336,771,2025-09-11,Cancelled
337,244,2025-07-16,Cancelled
338,172,2025-11-23,Shipped
339,752,2025-10-23,Delivered
340,658,2025-01-28,Delivered
341,54,2025-03-01,Shipped
342,409,2025-08-26,Cancelled
343,488,2025-06-04,Shipped
344,700,2025-07-14,Cancelled
345,269,2025-08-31,Shipped
346,892,2025-09-29,Cancelled
347,296,2025-01-07,Cancelled
348,695,2025-07-15,Delivered
349,700,2025-09-29,Pending
350,940,2025-02-19,Delivered
351,626,2025-08-10,Delivered
352,277,2025-06-21,Delivered
353,262,2025-02-20,Cancelled
354,792,2025-08-25,Shipped
355,603,2025-12-11,Shipped
356,346,2025-09-24,Shipped
357,561,2025-06-10,Pending
358,9,2025-12-11,Pending
359,422,2025-01-07,Pending
360,107,2025-09-26,Cancelled
361,225,2025-06-29,Delivered
362,198,2025-05-09,Pending
363,635,2025-01-13,Pending
364,962,2025-01-30,Shipped
365,654,2025-11-03,Pending
366,981,2025-12-29,Pending
367,877,2025-02-14,Shipped
368,673,2025-07-12,Shipped
369,713,2025-02-26,Shipped
370,302,2025-05-10,Cancelled
371,959,2025-12-05,Pending
372,465,2025-11-24,Delivered
373,709,2025-08-07,Delivered
374,166,2025-05-12,Pending
375,796,2025-05-22,Pending
376,398,2025-07-15,Delivered
377,265,2025-01-31,Delivered
378,452,2025-04-02,Pending
379,951,2025-09-09,Shipped
380,403,2025-11-09,Shipped
381,504,2025-11-27,Pending
382,554,2025-03-15,Cancelled
383,629,2025-04-22,Pending
384,733,2025-08-15,Delivered
385,36,2025-02-22,Pending
386,586,2025-02-06,Delivered
387,20,2025-08-17,Cancelled
388,669,2025-03-18,Pending
389,681,2025-01-20,Cancelled
390,156,2025-05-17,Delivered
391,589,2025-07-20,Pending
392,725,2025-09-21,Cancelled
393,447,2025-09-02,Cancelled
394,554,2025-02-05,Shipped
395,394,2025-01-02,Cancelled
396,581,2025-03-04,Delivered
397,699,2025-06-20,Delivered
398,57,2025-07-25,Pending
399,548,2025-07-07,Delivered
400,862,2025-02-11,Cancelled
401,664,2025-05-29,Shipped
402,568,2025-04-01,Pending
403,677,2025-07-16,Shipped
404,713,2025-06-03,Cancelled
405,646,2025-02-24,Delivered
406,87,2025-09-07,Cancelled
407,144,2025-04-08,Pending
408,26,2025-04-09,Shipped
409,399,2025-09-08,Pending
410,659,2025-10-04,Delivered
411,547,2025-09-13,Cancelled
412,38,2025-01-09,Delivered
413,346,2025-01-29,Pending
414,122,2025-07-27,Shipped
415,684,2025-12-01,Cancelled
416,892,2025-12-14,Shipped
417,239,2025-10-24,Pending
418,754,2025-01-19,Shipped
419,670,2025-09-08,Pending
420,929,2025-08-30,Pending
421,719,2025-05-05,Shipped
422,177,2025-01-08,Pending
423,841,2025-06-07,Pending
424,626,2025-08-22,Shipped
425,66,2025-10-30,Pending
426,510,2025-02-28,Shipped
427,824,2025-02-02,Shipped
428,346,2025-08-07,Cancelled
429,124,2025-06-16,Shipped
430,857,2025-06-14,Shipped
431,608,2025-01-24,Shipped
432,65,2025-06-21,Pending
433,145,2025-05-21,Cancelled
434,714,2025-03-28,Delivered
435,169,2025-10-11,Cancelled
436,948,2025-05-05,Pending
437,103,2025-03-10,Cancelled
438,17,2025-03-22,Cancelled
439,7,2025-02-11,Pending
440,949,2025-04-02,Pending
441,668,2025-12-28,Delivered
442,711,2025-08-02,Cancelled
443,130,2025-12-21,Shipped
444,656,2025-03-15,Delivered
445,462,2025-09-25,Cancelled
446,961,2025-05-03,Shipped
447,709,2025-11-09,Pending
448,185,2025-11-02,Cancelled
449,974,2025-11-10,Pending
450,847,2025-11-18,Delivered
451,429,2025-06-28,Pending
452,242,2025-10-13,Shipped
453,543,2025-03-02,Pending
454,371,2025-11-13,Shipped
455,789,2025-08-26,Shipped
456,55,2025-05-22,Shipped
457,816,2025-02-27,Shipped
458,865,2025-12-17,Cancelled
459,181,2025-09-12,Shipped
460,945,2025-12-10,Pending
461,661,2025-01-28,Delivered
462,215,2025-05-26,Cancelled
463,343,2025-05-09,Cancelled
464,107,2025-01-23,Pending
465,181,2025-10-03,Shipped
466,497,2025-01-15,Pending
467,917,2025-02-06,Shipped
468,607,2025-08-16,Delivered
469,204,2025-08-03,Delivered
470,798,2025-04-28,Pending
471,234,2025-06-16,Pending
472,756,2025-05-02,Cancelled
473,385,2025-04-13,Shipped
474,483,2025-02-07,Cancelled
475,912,2025-01-28,Cancelled
476,222,2025-03-16,Cancelled
477,397,2025-04-02,Delivered
478,469,2025-03-11,Shipped
479,368,2025-11-20,Delivered
480,344,2025-04-14,Shipped
481,709,2025-01-17,Pending
482,140,2025-05-24,Pending
483,470,2025-08-27,Cancelled
484,779,2025-03-29,Delivered
485,908,2025-04-23,Delivered
486,161,2025-11-06,Shipped
487,994,2025-10-23,Shipped
488,422,2025-02-14,Cancelled
489,606,2025-04-21,Cancelled
490,286,2025-08-25,Pending
491,754,2025-08-08,Shipped
492,336,2025-05-07,Cancelled
493,228,2025-10-24,Shipped
494,920,2025-10-21,Pending
495,46,2025-08-02,Pending
496,752,2025-08-29,Pending
497,544,2025-08-06,Cancelled
498,830,2025-09-03,Pending
499,508,2025-08-20,Shipped
500,572,2025-02-12,Pending
501,750,2025-12-21,Cancelled
502,136,2025-04-22,Delivered
503,245,2025-06-01,Pending
504,492,2025-01-09,Delivered
505,721,2025-03-24,Cancelled
506,766,2025-10-20,Pending
507,475,2025-08-21,Shipped
508,416,2025-12-27,Shipped
509,642,2025-07-09,Cancelled
510,649,2025-12-27,Pending
511,73,2025-11-18,Cancelled
512,341,2025-12-20,Pending
513,437,2025-06-01,Delivered
514,969,2025-12-24,Shipped
515,83,2025-12-17,Delivered
516,528,2025-01-29,Delivered
517,114,2025-01-27,Cancelled
518,477,2025-07-07,Pending
519,376,2025-07-07,Shipped
520,573,2025-11-28,Pending
521,727,2025-10-15,Shipped
522,343,2025-03-12,Shipped
523,117,2025-10-04,Cancelled
524,893,2025-10-25,Shipped
525,329,2025-04-26,Delivered
526,516,2025-05-17,Cancelled
527,56,2025-05-22,Pending
528,354,2025-07-10,Cancelled
529,514,2025-09-06,Pending
530,727,2025-08-29,Delivered
531,636,2025-08-20,Delivered
532,969,2025-12-11,Pending
533,914,2025-04-07,Cancelled
534,83,2025-02-14,Cancelled
535,296,2025-04-02,Pending
536,169,2025-02-25,Delivered
537,714,2025-02-27,Shipped
538,155,2025-09-12,Shipped
539,975,2025-09-24,Pending
540,427,2025-05-31,Shipped
541,356,2025-08-31,Cancelled
542,756,2025-08-16,Pending
543,194,2025-05-30,Pending
544,893,2025-01-12,Shipped
545,661,2025-09-24,Delivered
546,593,2025-07-30,Delivered
547,662,2025-12-02,Delivered
548,608,2025-09-06,Cancelled
549,312,2025-08-23,Shipped
550,176,2025-06-06,Delivered
551,496,2025-04-27,Delivered
552,789,2025-05-28,Pending
553,362,2025-03-17,Delivered
554,980,2025-08-22,Shipped
555,947,2025-11-13,Shipped
556,549,2025-12-31,Delivered
557,997,2025-04-04,Shipped
558,710,2025-12-29,Shipped
559,244,2025-03-24,Pending
560,325,2025-01-22,Shipped
561,267,2025-08-14,Delivered
562,211,2025-04-05,Pending
563,325,2025-12-07,Delivered
564,382,2025-03-17,Cancelled
565,999,2025-10-04,Shipped
566,309,2025-10-01,Pending
567,415,2025-01-13,Cancelled
568,971,2025-03-16,Cancelled
569,160,2025-06-13,Pending
570,1000,2025-10-07,Delivered
571,723,2025-11-28,Delivered
572,918,2025-08-31,Delivered
573,683,2025-10-21,Shipped
574,747,2025-10-17,Cancelled
575,706,2025-06-23,Pending
576,922,2025-09-03,Pending
577,695,2025-03-13,Pending
578,26,2025-06-07,Cancelled
579,862,2025-11-13,Shipped
580,366,2025-08-17,Pending
581,57,2025-06-17,Shipped
582,540,2025-10-26,Shipped
583,201,2025-05-23,Pending
584,552,2025-02-12,Cancelled
585,688,2025-12-13,Pending
586,404,2025-09-20,Shipped
587,326,2025-09-09,Pending
588,370,2025-12-08,Cancelled
589,734,2025-03-17,Cancelled
590,396,2025-07-09,Delivered
591,292,2025-01-07,Delivered
592,316,2025-06-29,Cancelled
593,90,2025-10-15,Shipped
594,760,2025-08-16,Cancelled
595,296,2025-08-15,Shipped
596,747,2025-08-06,Cancelled
597,856,2025-03-13,Pending
598,213,2025-03-15,Delivered
599,889,2025-09-01,Delivered
600,956,2025-02-03,Cancelled
601,7,2025-02-15,Cancelled
602,937,2025-11-24,Delivered
603,180,2025-08-01,Cancelled
604,582,2025-12-30,Shipped
605,191,2025-04-13,Cancelled
606,568,2025-05-29,Cancelled
607,843,2025-01-22,Delivered
608,312,2025-10-27,Cancelled
609,758,2025-10-14,Cancelled
610,28,2025-04-25,Pending
611,269,2025-03-20,Delivered
612,855,2025-11-24,Cancelled
613,670,2025-03-05,Delivered
614,184,2025-08-02,Cancelled
615,661,2025-12-19,Shipped
616,123,2025-01-15,Delivered
617,994,2025-09-10,Pending
618,764,2025-11-03,Delivered
619,493,2025-10-25,Cancelled
620,644,2025-05-13,Cancelled
621,838,2025-12-22,Pending
622,525,2025-07-11,Pending
623,167,2025-05-13,Pending
624,328,2025-03-16,Cancelled
625,139,2025-12-21,Delivered
626,55,2025-03-25,Delivered
627,430,2025-07-04,Delivered
628,297,2025-01-25,Delivered
629,655,2025-09-29,Pending
630,199,2025-09-21,Shipped
631,614,2025-02-18,Shipped
632,331,2025-10-06,Delivered
633,820,2025-12-17,Delivered
634,702,2025-05-19,Delivered
635,548,2025-02-19,Delivered
636,14,2025-03-15,Shipped
637,289,2025-09-23,Delivered
638,422,2025-09-06,Delivered
639,105,2025-03-25,Shipped
640,516,2025-03-21,Shipped
641,815,2025-04-07,Pending
642,472,2025-08-02,Pending
643,839,2025-03-01,Shipped
644,492,2025-01-09,Delivered
645,708,2025-06-09,Delivered
646,837,2025-03-13,Cancelled
647,536,2025-11-02,Delivered
648,727,2025-03-30,Delivered
649,763,2025-01-15,Pending
650,132,2025-04-24,Shipped
651,233,2025-12-19,Delivered
652,215,2025-03-06,Shipped
653,436,2025-02-10,Pending
654,20,2025-02-09,Cancelled
655,44,2025-08-09,Shipped
656,34,2025-02-25,Pending
657,122,2025-08-29,Delivered
658,68,2025-01-23,Delivered
659,11,2025-12-08,Pending
660,943,2025-03-05,Shipped
661,923,2025-10-28,Shipped
662,687,2025-04-05,Delivered
663,93,2025-01-15,Shipped
664,972,2025-05-23,Delivered
665,165,2025-06-30,Shipped
666,584,2025-09-16,Pending
667,840,2025-02-20,Pending
668,223,2025-09-28,Shipped
669,176,2025-05-25,Pending
670,947,2025-02-20,Shipped
671,872,2025-09-16,Cancelled
672,715,2025-07-07,Shipped
673,690,2025-08-14,Pending
674,855,2025-04-03,Delivered
675,435,2025-07-14,Shipped
676,234,2025-09-21,Cancelled
677,780,2025-02-27,Delivered
678,478,2025-03-05,Pending
679,140,2025-09-24,Cancelled
680,722,2025-07-04,Delivered
681,740,2025-10-13,Pending
682,336,2025-02-12,Cancelled
683,395,2025-03-01,Delivered
684,615,2025-08-22,Delivered
685,1000,2025-12-18,Cancelled
686,568,2025-04-26,Cancelled
687,876,2025-05-29,Cancelled
688,878,2025-04-07,Pending
689,962,2025-09-01,Delivered
690,14,2025-04-02,Cancelled
691,108,2025-12-11,Cancelled
692,536,2025-08-13,Pending
693,147,2025-03-03,Cancelled
694,712,2025-07-25,Pending
695,67,2025-03-28,Delivered
696,347,2025-04-12,Shipped
697,865,2025-11-01,Cancelled
698,239,2025-03-04,Cancelled
699,286,2025-09-13,Delivered
700,966,2025-11-26,Cancelled
701,488,2025-07-02,Cancelled
702,524,2025-09-06,Delivered
703,787,2025-03-17,Cancelled
704,126,2025-02-25,Delivered
705,510,2025-09-08,Shipped
706,966,2025-11-18,Shipped
707,102,2025-01-16,Pending
708,511,2025-02-04,Pending
709,392,2025-04-02,Delivered
710,311,2025-03-20,Pending
711,677,2025-02-09,Cancelled
712,207,2025-08-27,Delivered
713,510,2025-12-05,Cancelled
714,268,2025-09-16,Delivered
715,560,2025-10-04,Pending
716,441,2025-01-17,Pending
717,461,2025-07-16,Delivered
718,454,2025-07-12,Cancelled
719,34,2025-01-19,Shipped
720,676,2025-10-13,Delivered
721,169,2025-12-28,Cancelled
722,138,2025-08-09,Delivered
723,500,2025-07-19,Pending
724,692,2025-10-19,Cancelled
725,568,2025-12-04,Cancelled
726,576,2025-09-01,Shipped
727,58,2025-09-17,Cancelled
728,507,2025-05-15,Cancelled
729,693,2025-11-12,Delivered
730,329,2025-05-26,Pending
731,605,2025-01-15,Pending
732,858,2025-03-07,Delivered
733,829,2025-06-28,Pending
734,350,2025-11-17,Cancelled
735,439,2025-02-19,Delivered
736,422,2025-07-02,Delivered
737,678,2025-01-29,Shipped
738,241,2025-05-07,Delivered
739,87,2025-10-31,Pending
740,118,2025-06-06,Delivered
741,21,2025-03-28,Delivered
742,472,2025-01-20,Cancelled
743,528,2025-10-18,Cancelled
744,21,2025-05-17,Cancelled
745,23,2025-10-29,Delivered
746,585,2025-07-13,Cancelled
747,587,2025-06-15,Pending
748,103,2025-09-08,Shipped
749,509,2025-06-22,Delivered
750,630,2025-03-27,Delivered
751,993,2025-07-06,Cancelled
752,509,2025-04-14,Pending
753,220,2025-10-02,Delivered
754,49,2025-05-16,Delivered
755,412,2025-10-21,Shipped
756,761,2025-11-16,Pending
757,98,2025-10-24,Delivered
758,69,2025-05-20,Cancelled
759,215,2025-08-07,Delivered
760,668,2025-02-09,Delivered
761,824,2025-09-16,Delivered
762,680,2025-08-10,Delivered
763,425,2025-04-13,Cancelled
764,640,2025-05-09,Cancelled
765,782,2025-12-10,Shipped
766,643,2025-01-10,Shipped
767,512,2025-10-23,Shipped
768,986,2025-12-05,Cancelled
769,960,2025-05-18,Cancelled
770,745,2025-10-17,Pending
771,206,2025-09-25,Delivered
772,152,2025-08-25,Shipped
773,765,2025-03-19,Delivered
774,421,2025-08-11,Delivered
775,650,2025-02-02,Shipped
776,274,2025-07-31,Delivered
777,165,2025-11-27,Delivered
778,616,2025-12-18,Shipped
779,245,2025-07-27,Pending
780,197,2025-03-18,Pending
781,817,2025-05-06,Delivered
782,498,2025-08-26,Cancelled
783,663,2025-08-05,Pending
784,164,2025-04-14,Delivered
785,30,2025-03-11,Delivered
786,675,2025-05-23,Shipped
787,873,2025-11-26,Pending
788,802,2025-09-06,Pending
789,881,2025-01-29,Pending
790,617,2025-06-10,Delivered
791,923,2025-02-02,Cancelled
792,688,2025-07-06,Pending
793,966,2025-07-23,Shipped
794,115,2025-05-01,Pending
795,681,2025-09-25,Delivered
796,906,2025-09-12,Pending
797,615,2025-05-02,Pending
798,338,2025-06-10,Cancelled
799,958,2025-05-01,Cancelled
800,148,2025-04-22,Pending
801,220,2025-03-31,Delivered
802,419,2025-08-14,Delivered
803,58,2025-10-29,Cancelled
804,384,2025-10-01,Pending
805,559,2025-06-12,Cancelled
806,700,2025-09-01,Shipped
807,901,2025-05-23,Shipped
808,487,2025-07-05,Delivered
809,22,2025-06-07,Pending
810,819,2025-12-06,Pending
811,940,2025-12-20,Shipped
812,566,2025-05-10,Cancelled
813,655,2025-06-08,Delivered
814,125,2025-12-17,Shipped
815,398,2025-08-15,Pending
816,950,2025-07-21,Delivered
817,93,2025-06-04,Shipped
818,216,2025-06-02,Shipped
819,647,2025-08-13,Delivered
820,417,2025-11-26,Pending
821,888,2025-05-21,Pending
822,483,2025-09-09,Cancelled
823,735,2025-06-20,Cancelled
824,845,2025-02-21,Shipped
825,268,2025-12-24,Pending
826,431,2025-06-30,Delivered
827,712,2025-08-21,Pending
828,657,2025-01-27,Shipped
829,455,2025-11-19,Shipped
830,411,2025-01-02,Shipped
831,313,2025-11-18,Delivered
832,85,2025-10-22,Pending
833,256,2025-03-22,Shipped
834,703,2025-11-01,Cancelled
835,463,2025-06-13,Cancelled
836,267,2025-03-10,Shipped
837,608,2025-12-18,Delivered
838,204,2025-05-25,Pending
839,377,2025-08-01,Shipped
840,898,2025-07-21,Cancelled
841,230,2025-10-20,Pending
842,946,2025-01-12,Shipped
843,998,2025-02-15,Cancelled
844,269,2025-04-12,Shipped
845,411,2025-01-26,Cancelled
846,267,2025-11-04,Shipped
847,982,2025-02-15,Delivered
848,970,2025-03-29,Pending
849,736,2025-01-08,Cancelled
850,848,2025-08-21,Cancelled
851,230,2025-03-02,Shipped
852,969,2025-04-08,Delivered
853,765,2025-05-28,Cancelled
854,134,2025-07-15,Cancelled
855,615,2025-04-16,Shipped
856,745,2025-05-25,Shipped
857,185,2025-08-03,Cancelled
858,30,2025-03-16,Delivered
859,242,2025-05-15,Cancelled
860,379,2025-05-08,Cancelled
861,11,2025-02-13,Cancelled
862,893,2025-03-10,Delivered
863,408,2025-12-21,Shipped
864,393,2026-01-01,Cancelled
865,263,2025-11-02,Pending
866,571,2025-02-18,Pending
867,341,2025-01-27,Shipped
868,931,2025-08-30,Delivered
869,962,2025-11-07,Pending
870,260,2025-01-03,Cancelled
871,405,2025-06-04,Delivered
872,992,2025-03-09,Pending
